,sent,category,plant,genus,species,plant_group,category_int
8753,"Unlike the leaves of white mulberry (M. alba) which have a lustrous upper surface, the red mulberry leaf upper surface is noticeably rough, similar in texture to fine sandpaper, and the underside is densely covered with soft hairs.",Description,,Morus,rubra,,5
8754,The leaf petiole exudes milky sap when severed.,Description,,Morus,rubra,,5
8755,"The leaves turn yellow in autumn.
",Description,,Morus,rubra,,5
8756,"The flowers are relatively inconspicuous: small, yellowish green or reddish green and opening as leaves emerge.  ",Description,,Morus,rubra,,5
8757,"Male and female flowers are usually on separate trees although they may occur on the same tree.
",Description,,Morus,rubra,,5
8758,"The fruit is a compound cluster of several small achenes surrounded by a fleshy calyx, similar in appearance to a blackberry, 2–3 cm (3⁄4–1+1⁄4 in) long.",Description,,Morus,rubra,,5
8759,"It is initially pale green, ripening to red or dark purple.",Description,,Morus,rubra,,5
8760,"Red mulberry is hardy to subzero temperatures, relatively hardy to drought, pollution, and poor soil, though the white mulberry is hardier.",Ecology,,Morus,rubra,,6
8761,The berries are widely sought after by birds in spring and early summer in North America; as many as 31 species of birds have been recorded visiting a fruiting tree in Arkansas.,Ecology,,Morus,rubra,,6
8762,Red oak is not listed in the CITES Appendices or on the IUCN Red List of Threatened Species.,Conservation,,Quercus,coccinea,,3
8763,"Red pine is a coniferous evergreen tree characterized by tall, straight growth.",Description,,Pinus,resinosa,,5
8764,"It usually ranges from 20–35 metres (66–115 feet) in height and 1 m (3 ft 3 in) in trunk diameter, exceptionally reaching 43.77 m (143+1⁄2 ft) tall.",Description,,Pinus,resinosa,,5
8765,"The crown is conical, becoming a narrow rounded dome with age.",Description,,Pinus,resinosa,,5
8766,"The bark is thick and gray-brown at the base of the tree, but thin, flaky and bright orange-red in the upper crown; the tree's name derives from this distinctive character.",Description,,Pinus,resinosa,,5
8767,Some red color may be seen in the fissures of the bark.,Description,,Pinus,resinosa,,5
8768,"The species is self pruning; there tend not to be dead branches on the trees, and older trees may have very long lengths of branchless trunk below the canopy.",Description,,Pinus,resinosa,,5
8769,"The leaves are needle-like, dark yellow-green, in fascicles of two, 12–18 centimetres (4+3⁄4–7 inches) long, and brittle.",Description,,Pinus,resinosa,,5
8770,"The leaves snap cleanly when bent; this character, stated as diagnostic for red pine in some texts, is however shared by several other pine species.",Description,,Pinus,resinosa,,5
8771,"The cones are symmetrical ovoid, 4–6 cm (1+1⁄2–2+1⁄4 in) long by 2.5 cm (1 in) broad, and purple before maturity, ripening to nut-blue and opening to 4–5 cm (1+1⁄2–2 in) broad, the scales without a prickle and almost stalkless.",Description,,Pinus,resinosa,,5
8772,"Red spruce grows at a slow to moderate rate, lives for 250 to 450+ years, and is very shade-tolerant when young.",Habitat,,Picea,rubens,,8
8773,"It is often found in pure stands or forests mixed with eastern white pine, balsam fir, or black spruce.",Habitat,,Picea,rubens,,8
8774,"Along with Fraser fir, red spruce is one of two primary tree types in the southern Appalachian spruce-fir forest, a distinct ecosystem found only in the highest elevations of the Southern Appalachian Mountains.  ",Habitat,,Picea,rubens,,8
8775,"Its habitat is moist but well-drained sandy loam, often at high altitudes.",Habitat,,Picea,rubens,,8
8776,"Red spruce can be easily damaged by windthrow and acid rain.
",Habitat,,Picea,rubens,,8
8777,"Notable red spruce forests can be seen at Gaudineer Scenic Area, a virgin red spruce forest located in West Virginia, the Canaan Valley, Roaring Plains West Wilderness, Dolly Sods Wilderness, Spruce Mountain and Spruce Knob all also in West Virginia and all sites of former extensive red spruce forest.",Habitat,,Picea,rubens,,8
8778,"Some areas of this forest, particularly in Roaring Plains West Wilderness, Dolly Sods Wilderness as well as areas of Spruce Mountain are making a rather substantial recovery.",Habitat,,Picea,rubens,,8
8779,"Red spruce is a perennial, shade-tolerant, late successional coniferous tree that under optimal conditions grows to 18–40 m (59–131 ft) tall with a trunk diameter of about 60 cm (24 in), though exceptional specimens can reach 46 m (151 ft) tall and 100 cm (39 inches) in diameter.",Description,,Picea,rubens,,5
8780,It has a narrow conical crown.,Description,,Picea,rubens,,5
8781,"The leaves are needle-like, yellow-green, 12–15 mm (15⁄32–19⁄32 in) long, four-sided, curved, with a sharp point, and extend from all sides of the twig.",Description,,Picea,rubens,,5
8782,"The bark is gray-brown on the surface and red-brown on the inside, thin, and scaly.",Description,,Picea,rubens,,5
8783,"The wood is light, soft, has narrow rings, and has a slight red tinge.",Description,,Picea,rubens,,5
8784,"The cones are cylindrical, 3–5 cm (1+1⁄4–2 in) long, with a glossy red-brown color and stiff scales.",Description,,Picea,rubens,,5
8785,The cones hang down from branches.,Description,,Picea,rubens,,5
8786,Red spruce is used for Christmas trees and is an important wood used in making paper pulp.,Special Uses,,Picea,rubens,,16
8787,"It is also an excellent tonewood, and is used in many higher-end acoustic guitars and violins, as well as musical soundboard.",Special Uses,,Picea,rubens,,16
8788,The sap can be used to make spruce gum.,Special Uses,,Picea,rubens,,16
8789,Leafy red spruce twigs are boiled with sugar and flavoring to make spruce beer.,Special Uses,,Picea,rubens,,16
8790,Also it can be made into spruce pudding.,Special Uses,,Picea,rubens,,16
8791,It can also be used as construction lumber and is good for millwork and for crates.,Special Uses,,Picea,rubens,,16
8792,Red spruce is the provincial tree of Nova Scotia.,Special Uses,,Picea,rubens,,16
8793,Resin from the trunk was used as an incense by the early Spanish mission.,Special Uses,,Abies,bracteata,,16
8794,"Rhus copallinum  (Rhus copallina is also used but, this is not consistent with the rules of the  International Association for Plant Taxonomy), the winged sumac, shining sumac, dwarf sumac or flameleaf sumac, is a species of flowering plant in the cashew family (Anacardiaceae) that is native to eastern North America.",Summary,,Rhus,copallinum,,17
8795,It is a deciduous tree growing to 3.5–5.5 metres (11–18 ft) tall and an equal spread with a rounded crown.  ,Summary,,Rhus,copallinum,,17
8796,A 5-year-old sapling will stand about 2.5 metres (8.2 ft).,Summary,,Rhus,copallinum,,17
8797,"Rhus lanceolata, the prairie sumac, is a species of plant native to the south-western United States (Texas, Oklahoma, Arizona, New Mexico), and northern Mexico (Coahuila, Nuevo León and Tamaulipas).Rhus lanceolata is a shrub or small tree up to 9 m (30 feet) tall, reproducing by means of underground rhizomes.",Summary,,Rhus,lanceolata,,17
8798,Leaves are pinnately compound with 13-17 lanceolate leaflets and a winged rachis.,Summary,,Rhus,lanceolata,,17
8799,"Leaflets are entire (untoothed) or with small teeth, green and shiny above but whitish and pubescent below.",Summary,,Rhus,lanceolata,,17
8800,Flowers are born in a panicle up to 14 cm (5.6 inches) tall.,Summary,,Rhus,lanceolata,,17
8801,Flowers are white to greenish.,Summary,,Rhus,lanceolata,,17
8802,"Fruits are lens-shaped, about 6 mm (0.25 inches) across, dark red and hairy.",Summary,,Rhus,lanceolata,,17
8803,"Rhus microphylla, the littleleaf sumac, desert sumac, correosa, or agritos, is a species of sumac in the family Anacardiaceae, native to North America, in the southwestern United States and northern and central Mexico, from central and western Texas, southern New Mexico, central and northern regions of the Mexican Altiplano-(Mexican Plateau), and extreme southeastern Arizona of the Madrean Sky Islands.

",Summary,,Rhus,microphylla,,17
8804,"Rhus virens is a species of flowering plant in the mango family, Anacardiaceae, that is native to Arizona, southern New Mexico, and Texas in the United States as well as northern and central Mexico as far south as Oaxaca.
",Summary,,Rhus,virens,,17
8805,"It is commonly known as the evergreen sumac or tobacco sumac.

",Summary,,Rhus,virens,,17
8806,Rhus virens var.,Hybrids,,Rhus,virens,,9
8807,choriophylla (Wooton & Standl.),Hybrids,,Rhus,virens,,9
8808,"L.D.Benson – Mearns' sumac
Rhus virens var.",Hybrids,,Rhus,virens,,9
8809,virens,Hybrids,,Rhus,virens,,9
8810,Robinia neomexicana grows to 5–10 m tall (rarely to 15 m) with bristly shoots.,Description,,Robinia,neomexicana,,5
8811,"The leaves are 10–15 cm long, pinnate with 7–15 leaflets; they have a pair of sharp, reddish-brown thorns at the base.",Description,,Robinia,neomexicana,,5
8812,"The flowers are showy and white or pink, and considered fragrant.  ",Description,,Robinia,neomexicana,,5
8813,Blooms are produced in spring or early summer in dense racemes 5–10 cm long that hang from the branches near the ends.  ,Description,,Robinia,neomexicana,,5
8814,The fruits are brown bean-like pods with bristles like those on the shoots.,Description,,Robinia,neomexicana,,5
8815,"Robinia neomexicana is native to the Southwestern United States (southeastern California and southwestern Utah, Virgin River region, east through Arizona and New Mexico, the Rio Grande valley, to far west Texas) and adjoining northern Mexico; from central New Mexico the range extends north into Colorado, mostly the eastern foothills of the Rocky Mountains.",Native Range,,Robinia,neomexicana,,11
8816,"In Arizona, it ranges across the Arizona transition zone, the Mogollon Rim and White Mountains, and into western and southwestern New Mexico.",Native Range,,Robinia,neomexicana,,11
8817,"In California, it is uncommon below 1500 m (5000 ft) in canyons in the Mojave Desert and its sky island pinyon-juniper habitats (Pinus monophylla and Juniperus californica).",Native Range,,Robinia,neomexicana,,11
8818,"Farther east, it is typically found between 1200 and 2600 meters (4000 and 8500 feet) along streams, in the bottoms of valleys, and on the sides of canyons.",Native Range,,Robinia,neomexicana,,11
8819,"Robinia neomexicana, the New Mexican, New Mexico, Southwest, desert, pink, or rose locust, is a shrub or small tree in the subfamily Faboideae of the family Fabaceae.

",Summary,,Robinia,neomexicana,,17
8820,"Robinia pseudoacacia, commonly known in its native territory as black locust, is a medium-sized hardwood deciduous tree, belonging to the tribe Robinieae of the legume family Fabaceae.",Summary,,Robinia,pseudoacacia,,17
8821,"It is endemic to a few small areas of the United States, but it has been widely planted and naturalized elsewhere in temperate North America, Europe, Southern Africa and Asia and is considered an invasive species in some areas.",Summary,,Robinia,pseudoacacia,,17
8822,"Another common name is false acacia, a literal translation of the specific name (pseudo",Summary,,Robinia,pseudoacacia,,17
8823,[Greek ψευδο-] meaning fake or false and acacia referring to the genus of plants with the same name).,Summary,,Robinia,pseudoacacia,,17
8824,"Robinia viscosa, commonly known in its native territory as clammy locust, is a medium-sized deciduous tree native to the southeastern United States.

",Summary,,Robinia,viscosa,,17
8825,Rocky Mountain Douglas-fir grows more slowly than coast Douglas-fir and is also much more cold tolerant.,Sapling and Pole Stages to Maturity,,Pseudotsuga,menziesii var. glauca,,14
8826,"Tolerance of different environmental conditions varies among populations of Rocky Mountain Douglas-fir, especially among populations from the northern and southern Rockies.  ",Sapling and Pole Stages to Maturity,,Pseudotsuga,menziesii var. glauca,,14
8827,"However, even nearby populations can differ in cold hardiness.",Sapling and Pole Stages to Maturity,,Pseudotsuga,menziesii var. glauca,,14
